,G10,G12,G25,G26,G31,G46,G49,G54,G59,G61,G65,G66,G69,G80,G87,G89,G100,G103,G111,F_BUS,T_BUS,TYPE,DONE,TAP,Total,Error
E59_PF,0.0,0.0,0.0,0.0,0.0,2.074080442167111,4.671992417605663,0.0,0.0,0.0,0.1291380672854052,5.927215649595437,3.9674274567711163,0.0,0.0,0.0,0.0,0.0,0.0,44,43,E,True,1.0,16.769854033424732,0.0
E59_PT,0.0,0.0,0.0,0.0,0.0,2.052202593622372,4.62271123234568,0.0,0.0,0.0,0.127775891055404,5.864694098532373,3.925578174917426,0.0,0.0,0.0,0.0,0.0,0.0,44,43,E,True,1.0,16.592961990473256,3.552713678800501e-15
E60_PF,0.09068365583940058,0.0,0.0,0.2699825686703905,0.0,0.0,0.0,0.0,0.0,0.0,1.0529985887141455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,43,E,True,1.0,1.4136648132239367,2.220446049250313e-16
E60_PT,0.09025856017303326,0.0,0.0,0.26871697765650643,0.0,0.0,0.0,0.0,0.0,0.0,1.0480624716971383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,43,E,True,1.0,1.407038009526678,0.0
E61_PF,0.0,0.0,0.0,0.0,0.0,4.084878366172571,9.201437111889032,0.0,0.0,0.0,0.25433598744719627,11.673585308665249,7.813804256593837,0.0,0.0,0.0,0.0,0.0,0.0,45,44,E,True,1.0,33.02804103076788,-7.105427357601002e-15
E61_PT,0.0,0.0,0.0,0.0,0.0,4.052946030891414,9.129507583372709,0.0,0.0,0.0,0.25234779066452495,11.582330488669529,7.752722139826509,0.0,0.0,0.0,0.0,0.0,0.0,45,44,E,True,1.0,32.769854033424686,0.0
E62_PF,0.0,0.0,0.0,0.0,0.0,10.799237301652921,4.343525231255416,0.0,0.0,0.0,0.12005893919176748,5.510499252544536,16.098694180411552,0.0,0.0,0.0,0.0,0.0,0.0,46,45,E,True,1.0,36.87201490505619,-7.105427357601002e-15
E62_PT,0.0,0.0,0.0,0.0,0.0,10.639870628821832,4.279426893092488,0.0,0.0,0.0,0.11828720354524239,5.429179627187121,15.861122280027,0.0,0.0,0.0,0.0,0.0,0.0,46,45,E,True,1.0,36.32788663267368,-7.105427357601002e-15
E63_PF,0.0,0.0,0.0,0.0,0.0,0.0,1.8157491094744227,0.0,0.0,0.0,0.05018893647796024,2.303586045401019,27.305771037511896,0.0,0.0,0.0,0.0,0.0,0.0,47,46,E,True,1.0,31.475295128865298,0.0
E63_PT,0.0,0.0,0.0,0.0,0.0,0.0,1.7947388238492856,0.0,0.0,0.0,0.04960819330968792,2.2769309307029513,26.98981216096932,0.0,0.0,0.0,0.0,0.0,0.0,47,46,E,True,1.0,31.11109010883124,-3.552713678800501e-15
E64_PF,0.0,0.0,0.0,0.0,0.0,0.0,5.901346051762183,0.0,0.0,0.0,0.16311850606501746,7.486859469178916,1.3463204091843717,0.0,0.0,0.0,0.0,0.0,0.0,48,46,E,True,1.0,14.89764443619049,1.7763568394002505e-15
E64_PT,0.0,0.0,0.0,0.0,0.0,0.0,5.847187831584188,0.0,0.0,0.0,0.16162152420882944,7.418150571239874,1.333964869192108,0.0,0.0,0.0,0.0,0.0,0.0,48,46,E,True,1.0,14.760924796225,1.7763568394002505e-15
E65_PF,0.0,0.0,0.0,0.0,0.0,0.0,3.7911191552960988,0.0,0.0,0.0,0.10478993902445552,4.809678350948194,0.8648977788551893,0.0,0.0,0.0,0.0,0.0,0.0,49,47,E,True,1.0,9.570485224123937,0.0
E65_PT,0.0,0.0,0.0,0.0,0.0,0.0,3.777143576766149,0.0,0.0,0.0,0.10440364147958964,4.791947956638753,0.8617094203959507,0.0,0.0,0.0,0.0,0.0,0.0,49,47,E,True,1.0,9.535204595280442,0.0
E66_PF,0.0,0.0,0.0,0.0,0.0,0.0,26.951127642529045,0.0,0.0,0.0,0.7449533783066643,34.192081505755034,6.148572355765347,0.0,0.0,0.0,0.0,0.0,0.0,49,42,E,True,1.0,68.0367348823561,1.4210854715202004e-14
E66_PT,0.0,0.0,0.0,0.0,0.0,0.0,25.696790075572796,0.0,0.0,0.0,0.7102823611813366,32.600741325338234,5.862410478189028,0.0,0.0,0.0,0.0,0.0,0.0,49,42,E,True,1.0,64.8702242402814,1.4210854715202004e-14
E67_PF,0.0,0.0,0.0,0.0,0.0,0.0,26.951127642529045,0.0,0.0,0.0,0.7449533783066643,34.192081505755034,6.148572355765347,0.0,0.0,0.0,0.0,0.0,0.0,49,42,E,True,1.0,68.0367348823561,1.4210854715202004e-14
E67_PT,0.0,0.0,0.0,0.0,0.0,0.0,25.696790075572796,0.0,0.0,0.0,0.7102823611813366,32.600741325338234,5.862410478189028,0.0,0.0,0.0,0.0,0.0,0.0,49,42,E,True,1.0,64.8702242402814,1.4210854715202004e-14
E68_PF,0.0,0.0,0.0,0.0,0.0,0.0,20.375413390306644,0.0,0.0,0.0,0.5631947293942404,25.84967147183316,4.648403034210649,0.0,0.0,0.0,0.0,0.0,0.0,49,45,E,True,1.0,51.436682625744695,7.105427357601002e-15
E68_PT,0.0,0.0,0.0,0.0,0.0,0.0,19.687529205399894,0.0,0.0,0.0,0.5441809925952884,24.976973585911075,4.491470614187835,0.0,0.0,0.0,0.0,0.0,0.0,49,45,E,True,1.0,49.700154398094085,0.0
E69_PF,0.0,0.0,0.0,0.0,0.0,0.0,13.907780695205318,0.0,0.0,0.0,0.38442355181058335,17.64438124452455,3.172891206883913,0.0,0.0,0.0,0.0,0.0,0.0,49,48,E,True,1.0,35.10947669842436,0.0
E69_PT,0.0,0.0,0.0,0.0,0.0,0.0,13.823868403585879,0.0,0.0,0.0,0.38210414069159504,17.537924254952838,3.153747636959735,0.0,0.0,0.0,0.0,0.0,0.0,49,48,E,True,1.0,34.89764443619005,7.105427357601002e-15
E70_PF,0.0,0.0,0.0,0.0,0.0,0.0,21.25611382656627,0.0,0.0,0.0,0.5875380805879197,26.966989511291544,4.84932413955065,0.0,0.0,0.0,0.0,0.0,0.0,49,50,E,True,1.0,53.65996555799639,7.105427357601002e-15
E70_PT,0.0,0.0,0.0,0.0,0.0,0.0,20.945339156074585,0.0,0.0,0.0,0.578947989525845,26.572719074658387,4.77842467392525,0.0,0.0,0.0,0.0,0.0,0.0,49,50,E,True,1.0,52.87543089418407,7.105427357601002e-15
E71_PF,0.0,0.0,0.0,0.0,0.0,0.0,26.392842388932795,0.0,0.0,0.0,0.7295218723881872,33.48380186908775,6.021206357487909,0.0,0.0,0.0,0.0,0.0,0.0,49,51,E,True,1.0,66.62737248789664,0.0
E71_PT,0.0,0.0,0.0,0.0,0.0,0.0,25.48876993079896,0.0,0.0,0.0,0.7045324975147575,32.33683245149496,5.814953209292404,0.0,0.0,0.0,0.0,0.0,0.0,49,51,E,True,1.0,64.34508808910108,0.0
E72_PF,0.0,0.0,0.0,0.0,0.0,0.0,11.31288724533511,0.0,0.0,0.0,0.3126983658567221,14.352318310701191,2.580897790369065,0.0,0.0,0.0,0.0,0.0,0.0,51,52,E,True,1.0,28.55880171226209,0.0
E72_PT,0.0,0.0,0.0,0.0,0.0,0.0,11.238637674331166,0.0,0.0,0.0,0.31064604101559284,14.25812012288481,2.563958652765714,0.0,0.0,0.0,0.0,0.0,0.0,51,52,E,True,1.0,28.37136249099728,0.0
E73_PF,0.0,0.0,0.0,0.0,0.0,0.0,4.108367557689766,0.0,0.0,0.0,0.11355896985167094,5.2121618156881855,0.9372741477678699,0.0,0.0,0.0,0.0,0.0,0.0,52,53,E,True,1.0,10.371362490997491,0.0
E73_PT,0.0,0.0,0.0,0.0,0.0,0.0,4.086918014326235,0.0,0.0,0.0,0.11296608520492309,5.184949427966429,0.9323806950293404,0.0,0.0,0.0,0.0,0.0,0.0,52,53,E,True,1.0,10.317214222526928,1.7763568394002505e-15
E74_PF,0.0,0.0,0.0,0.0,0.0,0.0,2.431891663781511,4.039256762357137,0.9862711057883177,0.49454112464317246,1.127671525377653,3.1007163152435577,0.554806539246536,0.0,0.0,0.0,0.0,0.0,0.0,54,53,E,True,1.0,12.735155036437886,1.7763568394002505e-15
E74_PT,0.0,0.0,0.0,0.0,0.0,0.0,2.4218912857766526,4.022646608589251,0.9822153807656758,0.4925074821668093,1.1230343362762454,3.0879656094041166,0.5525250744943582,0.0,0.0,0.0,0.0,0.0,0.0,54,53,E,True,1.0,12.682785777473109,1.7763568394002505e-15
E75_PF,0.0,0.0,0.0,0.0,0.0,0.0,14.960035257838062,0.0,0.0,0.0,0.41350881316472776,18.97934482183946,3.4129503020299783,0.0,0.0,0.0,0.0,0.0,0.0,49,54,E,True,1.0,37.76583919487223,7.105427357601002e-15
E75_PT,0.0,0.0,0.0,0.0,0.0,0.0,14.48842805639356,0.0,0.0,0.0,0.4004731664708418,18.381031011583683,3.3053588483423133,0.0,0.0,0.0,0.0,0.0,0.0,49,54,E,True,1.0,36.5752910827904,7.105427357601002e-15
E76_PF,0.0,0.0,0.0,0.0,0.0,0.0,14.95146777036261,0.0,0.0,0.0,0.41327200011471027,18.968475509284318,3.410995733844609,0.0,0.0,0.0,0.0,0.0,0.0,49,54,E,True,1.0,37.74421101360625,0.0
E76_PT,0.0,0.0,0.0,0.0,0.0,0.0,14.410650840832428,0.0,0.0,0.0,0.39832333436525963,18.28235740767998,3.2876149214888426,0.0,0.0,0.0,0.0,0.0,0.0,49,54,E,True,1.0,36.37894650436652,7.105427357601002e-15
E77_PF,0.0,0.0,0.0,0.0,0.0,0.0,1.3507372149150285,2.243510478188455,0.5478011650042675,0.27468127437994283,0.6263387132793106,1.7222201886169055,0.30815428614662166,0.0,0.0,0.0,0.0,0.0,0.0,54,55,E,True,1.0,7.073443320530532,8.881784197001252e-16
E77_PT,0.0,0.0,0.0,0.0,0.0,0.0,1.348766680575614,2.240237514069831,0.5470020006702336,0.27428055329401796,0.6254249737828391,1.7197077132188565,0.30770473267612813,0.0,0.0,0.0,0.0,0.0,0.0,54,55,E,True,1.0,7.06312416828752,0.0
E78_PF,0.0,0.0,0.0,0.0,0.0,0.0,3.5380901775192672,5.87660005098732,1.434897846697098,0.7194938498035585,1.6406173049677844,4.511144185254547,0.8071722914989132,0.0,0.0,0.0,0.0,0.0,0.0,54,56,E,True,1.0,18.528015706728485,0.0
E78_PT,0.0,0.0,0.0,0.0,0.0,0.0,3.535987432995774,5.8731074920207655,1.4340450635746989,0.7190662429093152,1.6396422594262408,4.508463138911946,0.8066925758810781,0.0,0.0,0.0,0.0,0.0,0.0,54,56,E,True,1.0,18.51700420571982,7.105427357601002e-15
E79_PF,0.0,0.0,0.0,0.0,0.0,0.0,3.108500274688222,1.1945713023789002,4.785673048495935,2.3996567654549787,5.23154126886773,4.018622563462905,0.7091665740425943,0.0,0.0,0.0,0.0,0.0,0.0,56,55,E,True,1.0,21.447731797391267,3.552713678800501e-15
E79_PT,0.0,0.0,0.0,0.0,0.0,0.0,3.104669736648058,1.1930992578522481,4.779775766514227,2.396699720027555,5.225094553066459,4.013670501298474,0.708292683324037,0.0,0.0,0.0,0.0,0.0,0.0,56,55,E,True,1.0,21.421302218731057,0.0
E80_PF,0.0,0.0,0.0,0.0,0.0,0.0,9.194671590787614,0.0,0.0,0.0,0.25414898236646805,11.665002096415401,2.0976526219350666,0.0,0.0,0.0,0.0,0.0,0.0,57,56,E,True,1.0,23.21147529150455,0.0
E80_PT,0.0,0.0,0.0,0.0,0.0,0.0,9.106218220175688,0.0,0.0,0.0,0.25170405174486443,11.552783977101935,2.077473060006068,0.0,0.0,0.0,0.0,0.0,0.0,57,56,E,True,1.0,22.988179309028556,3.552713678800501e-15
E81_PF,0.0,0.0,0.0,0.0,0.0,0.0,14.211195157024244,0.0,0.0,0.0,0.3928102000932486,18.0293140067503,3.242111530316146,0.0,0.0,0.0,0.0,0.0,0.0,50,57,E,True,1.0,35.87543089418394,7.105427357601002e-15
E81_PT,0.0,0.0,0.0,0.0,0.0,0.0,13.94818500188193,0.0,0.0,0.0,0.3855403631424173,17.69564096787988,3.1821089586003066,0.0,0.0,0.0,0.0,0.0,0.0,50,57,E,True,1.0,35.211475291504534,7.105427357601002e-15
E82_PF,0.0,0.0,0.0,0.0,0.0,0.0,2.6483671649587586,0.0,0.0,0.0,0.07320324747448437,3.359903420832818,0.6041927949866678,0.0,0.0,0.0,0.0,0.0,0.0,58,56,E,True,1.0,6.685666628252729,0.0
E82_PT,0.0,0.0,0.0,0.0,0.0,0.0,2.640729920337985,0.0,0.0,0.0,0.07299214717260974,3.3502142792868144,0.6024504504075339,0.0,0.0,0.0,0.0,0.0,0.0,58,56,E,True,1.0,6.666386797204942,-8.881784197001252e-16
E83_PF,0.0,0.0,0.0,0.0,0.0,0.0,7.441738686413519,0.0,0.0,0.0,0.20569634222543923,9.441109072885697,1.6977422753142368,0.0,0.0,0.0,0.0,0.0,0.0,51,58,E,True,1.0,18.78628637683889,0.0
E83_PT,0.0,0.0,0.0,0.0,0.0,0.0,7.401880576052974,0.0,0.0,0.0,0.20459462825043087,9.39054229229717,1.6886491316518852,0.0,0.0,0.0,0.0,0.0,0.0,51,58,E,True,1.0,18.68566662825246,0.0
E84_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.921478973385854,5.977729231148695,12.818133290180151,0.18673651037823993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,54,E,True,1.0,30.90407800509294,7.105427357601002e-15
E84_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.720228711138695,5.87681729076807,12.601746322428351,0.18358415220450683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,54,E,True,1.0,30.382376476539623,3.552713678800501e-15
E85_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.061230368427045,5.546378956287901,11.893182509688039,0.1732616870860647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,56,E,True,1.0,28.67405352148905,0.0
E85_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78692753847716,5.408836622116209,11.598248446219852,0.1689650429057521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,56,E,True,1.0,27.962977649718976,3.552713678800501e-15
E86_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600967816758123,5.817016880427774,12.473515417195117,0.1817160649234796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,56,E,True,1.0,30.07321617930449,0.0
E86_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.307779662053916,5.6700049696980335,12.15827560051714,0.17712360344987188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,56,E,True,1.0,29.31318383571896,0.0
E87_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.561503387385478,6.800078698127514,14.581509427044338,0.21242564145745438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,55,E,True,1.0,35.15551715401479,7.105427357601002e-15
E87_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.314640385443203,6.676295383482255,14.316079032847922,0.20855881120702072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,55,E,True,1.0,34.515573612980404,7.105427357601002e-15
E88_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.78401581021933,6.692483074739939,2.4627952807676188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,59,E,True,1.0,43.93929416572689,0.0
E88_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.291162382492494,6.5976575306916185,2.4279000259316548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,59,E,True,1.0,43.31671993911577,7.105427357601002e-15
E89_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.202645489446525,8.436451016032233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,59,E,True,1.0,52.63909650547876,7.105427357601002e-15
E89_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.429733900302864,8.288934262468446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,59,E,True,1.0,51.71866816277131,0.0
E90_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.39032845400169,18.01519736142267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,60,E,True,1.0,112.40552581542435,0.0
E90_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.10614062599922,17.96095769626806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,60,E,True,1.0,112.06709832226727,-1.4210854715202004e-14
E91_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.429878016393925,0.6129325443990737,6.846630866324594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,60,E,True,1.0,9.889441427117593,0.0
E91_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4256407027988445,0.6118636893430888,6.834691451319133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,60,E,True,1.0,9.872195843461066,0.0
E92_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.407026056552997,4.085713077244517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,62,E,True,1.0,25.492739133797514,0.0
E92_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.34910703870137,4.07465873984929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,62,E,True,1.0,25.42376577855066,0.0
E93_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.77147675801436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,59,E,True,0.96,151.77147675801436,0.0
E93_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.7714767580143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,59,E,True,0.96,151.7714767580143,0.0
E94_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.25393227803013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,63,E,True,1.0,152.25393227803013,0.0
E94_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.77147675801393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,63,E,True,1.0,151.77147675801393,0.0
E95_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.53736145469914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,61,E,True,0.985,30.53736145469914,0.0
E95_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.537361454699187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,61,E,True,0.985,30.537361454699187,0.0
E96_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.49299154188233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,38,E,True,1.0,184.49299154188233,0.0
E96_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.28035182867006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,38,E,True,1.0,181.28035182867006,0.0
E97_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.78437867583287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,64,E,True,1.0,183.78437867583287,0.0
E97_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.7912937327294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,64,E,True,1.0,182.7912937327294,0.0
E98_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.883355808519301,132.34108292666855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,49,E,True,1.0,135.22443873518785,0.0
E98_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.819371626861897,129.40431880421846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,49,E,True,1.0,132.22369043108037,2.842170943040401e-14
E99_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.883355808519301,132.34108292666855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,49,E,True,1.0,135.22443873518785,0.0
E99_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.819371626861897,129.40431880421846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,49,E,True,1.0,132.22369043108037,2.842170943040401e-14
E100_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8087933096068618,37.12222478438526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,62,E,True,1.0,37.93101809399212,0.0
E100_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7924069035906126,36.37011687211891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,62,E,True,1.0,37.16252377570952,-7.105427357601002e-15
E101_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5223870679815532,23.976669850908273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,62,E,True,1.0,24.499056918889828,3.552713678800501e-15
E101_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5182098352440493,23.784942037613565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,62,E,True,1.0,24.303151872857615,3.552713678800501e-15
E102_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.540624362019662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,66,E,True,0.935,8.540624362019662,0.0
E102_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.540624362019633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,66,E,True,0.935,8.540624362019633,0.0
E103_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1335325004676384,52.02719629718481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,67,E,True,1.0,53.160728797652446,0.0
E103_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1194238417606044,51.37963307712891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,67,E,True,1.0,52.499056918889515,7.105427357601002e-15
E104_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.182005420261476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,68,E,True,1.0,14.182005420261476,1.7763568394002505e-15
E104_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.17794873515131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,68,E,True,1.0,14.17794873515131,1.7763568394002505e-15
E105_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.6843919022474,0.0,0.0,0.0,0.0,0.0,0.0,69,47,E,True,1.0,58.6843919022474,0.0
E105_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.94009053358499,0.0,0.0,0.0,0.0,0.0,0.0,69,47,E,True,1.0,55.94009053358499,0.0
E106_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.781675708872385,0.0,0.0,0.0,0.0,0.0,0.0,69,49,E,True,1.0,48.781675708872385,0.0
E106_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.540121705216656,0.0,0.0,0.0,0.0,0.0,0.0,69,49,E,True,1.0,46.540121705216656,0.0
E107_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.80250732630046,0.0,0.0,0.0,0.0,0.0,0.0,69,68,E,True,0.935,125.80250732630046,0.0
E107_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.80250732630049,0.0,0.0,0.0,0.0,0.0,0.0,69,68,E,True,0.935,125.80250732630049,1.4210854715202004e-14
E108_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.37594770747391,0.0,0.0,0.0,0.0,0.0,0.0,69,70,E,True,1.0,108.37594770747391,0.0
E108_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.9434696195951,0.0,0.0,0.0,0.0,0.0,0.0,69,70,E,True,1.0,104.9434696195951,0.0
E109_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.214871352594906,0.0013447822696934367,0.0,2.578631728335274e-05,0.0,0.0,0.0,70,24,E,True,1.0,6.216241921181882,-8.881784197001252e-16
E109_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21391022633236,0.0013445742998926993,0.0,2.57823294442891e-05,0.0,0.0,0.0,70,24,E,True,1.0,6.2152805829616975,0.0
E110_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.649226311525325,0.0036025821095241736,0.0,6.907982608716124e-05,0.0,0.0,0.0,70,71,E,True,1.0,16.652897973460938,3.552713678800501e-15
E110_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.610961743001575,0.003594302370429217,0.0,6.892106136804087e-05,0.0,0.0,0.0,70,71,E,True,1.0,16.61462496643337,0.0
E111_PF,0.0,0.0,0.5933432347472497,0.24351096991807328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6301754092965213,0.00013635820745749302,0.0,2.6146805181255963e-06,0.0,0.0,0.0,24,72,E,True,1.0,1.4671685868498197,-2.220446049250313e-16
E111_PT,0.0,0.0,0.5863769609701024,0.24065197703697874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622776699457594,0.000134757264614832,0.0,2.5839822995189657e-06,0.0,0.0,0.0,24,72,E,True,1.0,1.4499429787115894,0.0
E112_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.599884913323944,0.002293617435263124,0.0,4.3980314319438074e-05,0.0,0.0,0.0,71,72,E,True,1.0,10.602222511073528,1.7763568394002505e-15
E112_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.547730925083117,0.0022823322847425457,0.0,4.376392057416631e-05,0.0,0.0,0.0,71,72,E,True,1.0,10.550057021288435,1.7763568394002505e-15
E113_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0110768296782915,0.0013006849351662358,0.0,2.494074704860554e-05,0.0,0.0,0.0,71,73,E,True,1.0,6.012402455360506,0.0
E113_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99867710883411,0.0012980018667977423,0.0,2.488929897868217e-05,0.0,0.0,0.0,71,73,E,True,1.0,5.999999999999886,0.0
E114_PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.203992825546994,0.0035062418855921905,0.0,6.723249389261521e-05,0.0,0.0,0.0,70,74,E,True,1.0,16.20756629992648,0.0
E114_PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.007892918148098,0.003463809522378678,0.0,6.641884962798973e-05,0.0,0.0,0.0,70,74,E,True,1.0,16.011423146520105,0.0
